[ .... ] series.conf file visible. Apply
[ .... ] apply a series of  [ [593] patches ]
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-Add-flash-LED.patch
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-improve-sound-device-definition.patch
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-add-SPI-flash.patch
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-Add-support-for-Pinephone-keyboa.patch
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-Enable-Pinephone-Keyboard-power-.patch
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-Use-4-lane-mode-for-selfie-camer.patch
[ done ]    patches.megous/arm64-dts-rockchip-rk3399-pinephone-pro-Cleanup-regulator-sleep.patch
[ done ]    patches.megous/arm64-dts-rockchip-rk3399-pinephone-pro-Support-both-Type-C-plu.patch
[ done ]    patches.megous/sdhci-arasan-Add-runtime-PM-support.patch
[ done ]    patches.megous/mmc-dw-mmc-rockchip-fix-sdmmc-after-soft-reboot.patch
[ done ]    patches.megous/media-rockchip-rga-Fix-probe-bugs.patch
[ done ]    patches.megous/mtd-spi-nor-gigadevice-add-support-for-gd25lq128e.patch
[ done ]    patches.megous/drm-dw-mipi-dsi-rockchip-Ensure-that-lane-is-properly-configure.patch
[ done ]    patches.megous/drm-dw-mipi-dsi-rockchip-Never-allow-lane-bandwidth-to-be-less-.patch
[ done ]    patches.megous/drm-bridge-dw-mipi-dsi-Fix-enable-disable-of-dsi-controller.patch
[ done ]    patches.megous/drm-panel-hx8394-Add-driver-for-HX8394-based-HannStar-HSD060BHW.patch
[ done ]    patches.megous/drm-panel-hx8394-Improve-the-panel-driver-make-it-work-with-DSI.patch
[ done ]    patches.megous/drm-panel-hx8394-Fix-mode-clock-for-the-pinephone-pro-panel.patch
[ done ]    patches.megous/drm-rockchip-cdn-dp-Disable-CDN-DP-on-disconnect.patch
[ done ]    patches.megous/input-touchscreen-goodix-Respect-IRQ-flags-from-DT-when-asked-t.patch
[ done ]    patches.megous/input-touchscreen-goodix-Add-support-for-GT1158.patch
[ done ]    patches.megous/power-rk818-Configure-rk808-clkout2-function.patch
[ done ]    patches.megous/power-rk818-battery-Add-battery-driver-for-RK818.patch
[ done ]    patches.megous/power-supply-rk818-battery-Use-a-more-propper-compatible-string.patch
[ done ]    patches.megous/power-supply-rk818-charger-Implement-charger-driver-for-RK818-P.patch
[ done ]    patches.megous/power-supply-rk818-charger-Change-charger-type-to-MAINS.patch
[ done ]    patches.megous/power-supply-rk818-battery-Report-charging-status-based-on-char.patch
[ done ]    patches.megous/power-supply-rk818-battery-Drop-dependency-on-framebuffer.patch
[ done ]    patches.megous/power-supply-rk818-charger-Unify-rk818-charger-and-rk818-batter.patch
[ done ]    patches.megous/clk-rk3399-Export-SCLK_CIF_OUT_SRC-to-device-tree.patch
[ done ]    patches.megous/media-platform-rkisp1-Fix-detection-of-sensor-subdevices.patch
[ done ]    patches.megous/media-i2c-imx258-Add-support-for-powerdown-gpio.patch
[ done ]    patches.megous/media-i2c-imx258-Don-t-be-too-strict-about-clock-rate.patch
[ done ]    patches.megous/media-i2c-imx258-Add-support-for-reset-gpio.patch
[ done ]    patches.megous/media-i2c-imx258-Add-support-for-power-supplies.patch
[ done ]    patches.megous/media-i2c-imx258-Powerdown-the-sensor-if-clock-enable-fails.patch
[ done ]    patches.megous/media-i2c-imx258-Add-i2c-supply.patch
[ done ]    patches.megous/media-i2c-imx258-Set-xvclk-rate-before-each-power-on.patch
[ done ]    patches.megous/media-i2c-imx258-Simplify-register-settings.patch
[ done ]    patches.megous/media-imx258-Don-t-flip-the-image-and-fix-the-mbus-format.patch
[ done ]    patches.megous/media-imx258-Fix-lower-modes-still-broken.patch
[ done ]    patches.megous/media-i2c-ov8858-Add-BSP-driver-for-OV8858-from-Rockchip-kernel.patch
[ done ]    patches.megous/media-i2c-ov8858-Port-BSP-driver-to-5.18-and-improve-DT-binding.patch
[ done ]    patches.megous/phy-phy-rockchip-inno-usb2-Decrease-delay-between-port-init-and.patch
[ done ]    patches.megous/usb-typec-fusb302-Slightly-increase-wait-time-for-BC1.2-result.patch
[ done ]    patches.megous/phy-rockchip-inno-usb2-More-robust-charger-detection-extcon-upd.patch
[ done ]    patches.megous/usb-typec-altmodes-displayport-Respect-DP_CAP_RECEPTACLE-bit.patch
[ done ]    patches.megous/usb-typec-fusb302-Set-the-current-before-enabling-pullups.patch
[ done ]    patches.megous/usb-typec-fusb302-Extend-debugging-interface-with-driver-state-.patch
[ done ]    patches.megous/usb-typec-fusb302-Retry-reading-of-CC-pins-status-if-activity-i.patch
[ done ]    patches.megous/usb-typec-fusb302-More-useful-of-logging-status-on-interrupt.patch
[ done ]    patches.megous/usb-typec-fusb302-Update-VBUS-state-even-if-VBUS-interrupt-is-n.patch
[ done ]    patches.megous/usb-typec-fusb302-Make-tcpm-fusb302-logs-less-polluted-by-PD-co.patch
[ done ]    patches.megous/usb-typec-fusb302-Add-OF-extcon-support.patch
[ done ]    patches.megous/usb-typec-fusb302-Fix-register-definitions.patch
[ done ]    patches.megous/usb-typec-fusb302-Clear-interrupts-before-we-start-toggling.patch
[ done ]    patches.megous/usb-typec-typec-extcon-Add-typec-extcon-bridge-driver.patch
[ done ]    patches.megous/usb-typec-typec-extcon-Enable-debugging-for-now.patch
[ done ]    patches.megous/power-supply-rk818-battery-Speed-up-battery-current-readout.patch
[ done ]    patches.megous/leds-sgm3140-Add-missing-timer-cleanup-and-flash-gpio-control.patch
[ done ]    patches.megous/media-imx258-Fix-smaller-formats-corruption-issues.patch
[ done ]    patches.megous/media-ov8858-Increase-analog-gain-range.patch
[ done ]    patches.megous/media-ov8858-Add-support-for-digital-gain-control.patch
[ done ]    patches.megous/media-imx258-Add-debug-register-access.patch
[ done ]    patches.megous/spi-rockchip-Fix-runtime-PM-and-other-issues.patch
[ done ]    patches.megous/media-rkisp1-Allow-higher-input-resolution.patch
[ done ]    patches.megous/media-imx258-Fix-4208x3120-mode.patch
[ done ]    patches.megous/usb-dwc3-Track-the-power-state-of-usb3_generic_phy.patch
[ done ]    patches.megous/usb-dwc3-Save-desired_dr_role-on-stack-during-set_mode-processi.patch
[ done ]    patches.megous/usb-dwc3-Add-support-for-snps-usb3-phy-reset-quirk.patch
[ done ]    patches.megous/power-supply-ip5xxx-Report-remaining-battery-capacity.patch
[ done ]    patches.megous/power-supply-ip5xxx-Modify-initial-configuration.patch
[ done ]    patches.megous/power-supply-ip5xxx-Add-boost-status-property.patch
[ done ]    patches.megous/power-supply-ip5xxx-Add-ip5xxx-usb-supply.patch
[ done ]    patches.megous/power-supply-ip5xxx-Add-support-for-POWER_SUPPLY_PROP_CHARGE_BE.patch
[ done ]    patches.megous/dt-bindings-input-Add-the-PinePhone-keyboard-binding.patch
[ done ]    patches.megous/Input-pinephone-keyboard-Add-PinePhone-keyboard-driver.patch
[ done ]    patches.megous/Input-pinephone-keyboard-Build-in-the-default-keymap.patch
[ done ]    patches.megous/Input-pinephone-keyboard-Support-the-proxied-I2C-bus.patch
[ done ]    patches.megous/rtw88-fix-null-vif-pointer-when-hw_scan-fails.patch
[ done ]    patches.megous/wifi-rtw88-Fix-sparse-warning-for-rtw8822b_hw_spec.patch
[ done ]    patches.megous/wifi-rtw88-Fix-Sparse-warning-for-rtw8822c_hw_spec.patch
[ done ]    patches.megous/wifi-rtw88-Fix-Sparse-warning-for-rtw8723d_hw_spec.patch
[ done ]    patches.megous/wifi-rtw88-Fix-Sparse-warning-for-rtw8821c_hw_spec.patch
[ done ]    patches.megous/wifi-rtw88-use-ph-to-print-small-buffer.patch
[ done ]    patches.megous/rtw89-fix-channel-inconsistency-during-hw_scan.patch
[ done ]    patches.megous/input-pinephone-keyboard-Add-support-for-VBAT-regulator.patch
[ done ]    patches.megous/rtw89-fix-null-vif-pointer-when-hw_scan-fails.patch
[ done ]    patches.megous/input-pinephone-keyboard-Allow-disabling-the-keyboard-input.patch
[ done ]    patches.megous/rtw89-pci-handle-hardware-watchdog-timeout-interrupt-status.patch
[ done ]    patches.megous/rtw89-8852c-rfk-re-calibrate-RX-DCK-once-thermal-changes-a-lot.patch
[ done ]    patches.megous/rtw89-sar-adjust-and-support-SAR-on-6GHz-band.patch
[ done ]    patches.megous/rtw89-8852c-add-trigger-frame-counter.patch
[ done ]    patches.megous/rtw89-add-new-state-to-CFO-state-machine-for-UL-OFDMA.patch
[ done ]    patches.megous/wifi-rtw89-support-MULTI_BSSID-and-correct-BSSID-mask-of-H2C.patch
[ done ]    patches.megous/wifi-rtw89-allocate-address-CAM-and-MAC-ID-to-TDLS-peer.patch
[ done ]    patches.megous/wifi-rtw89-separate-BSSID-CAM-operations.patch
[ done ]    patches.megous/wifi-rtw89-allocate-BSSID-CAM-per-TDLS-peer.patch
[ done ]    patches.megous/wifi-rtw89-support-TDLS.patch
[ done ]    patches.megous/wifi-rtw89-fix-potential-TX-stuck.patch
[ done ]    patches.megous/wifi-rtw89-enable-VO-TX-AMPDU.patch
[ done ]    patches.megous/wifi-rtw89-add-UNEXP-debug-mask-to-keep-monitor-messages-unexpe.patch
[ done ]    patches.megous/wifi-rtw89-drop-invalid-TX-rate-report-of-legacy-rate.patch
[ done ]    patches.megous/wifi-rtw89-fix-long-RX-latency-in-low-power-mode.patch
[ done ]    patches.megous/wifi-rtw89-pci-fix-PCI-doesn-t-reclaim-TX-BD-properly.patch
[ done ]    patches.megous/wifi-rtw89-disable-invalid-phy-reports-for-all-ICs.patch
[ done ]    patches.megous/ieee80211-add-trigger-frame-definition.patch
[ done ]    patches.megous/dt-bindings-vendor-prefix-add-prefix-for-Voltafield.patch
[ done ]    patches.megous/dt-bindings-iio-magnetometer-add-DT-binding-for-Voltafield-AF81.patch
[ done ]    patches.megous/MAINTAINERS-add-an-entry-for-AF8133J-driver.patch
[ done ]    patches.megous/iio-magnetometer-add-a-driver-for-Voltafield-AF8133J-magnetomet.patch
[ done ]    patches.megous/iio-af8133j-Cleanup-probe-and-power-up-down.patch
[ done ]    patches.megous/iio-af8133j-Add-runtime-power-management.patch
[ done ]    patches.megous/power-rk818-charger-Delay-applying-input-current-limit-until-fi.patch
[ done ]    patches.megous/usb-typec-tcpm-Unregister-altmodes-before-registering-new-ones.patch
[ done ]    patches.megous/ASoC-rockchip-Fix-doubling-of-playback-speed-after-system-sleep.patch
[ done ]    patches.megous/arm64-dts-rockchip-rk3399-Add-reboot-mode-driver.patch
[ done ]    patches.megous/Update-defconfigs.patch
[ done ]    patches.megous/8723cs-Adapt-to-API-changes-in-stable-5.19.2-and-6.0.patch
[ done ]    patches.megous/ASoC-rt5640-Allow-configuration-of-LOUT-to-mono-differential-mo.patch
[ done ]    patches.megous/dt-bindings-sound-rt5640-Allow-to-describe-how-LOUT-is-wired.patch
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-Make-LOUT-use-mono-differntial-m.patch
[ done ]    patches.megous/ASoC-codec-rt5640-Fix-output-mixer-input-channel-list.patch
[ done ]    patches.megous/ASoC-codecs-rt5640-Fix-hpout-restore-when-lout-is-enabled.patch
[ done ]    patches.megous/arm64-dts-rk3399-pinephone-pro-Fix-initial-codec-clock-frequenc.patch
[ done ]    patches.armbian/drv-bluetooth-btrtl-Add-rtl8822cs-hci-ver-0008.patch
[ done ]    patches.armbian/Revert-net-Remove-net-ipx.h-and-uapi-linux-ipx.h-header-files.patch
[ done ]    patches.armbian/Doc-dt-bindings-net-sun8i-emac-Add-H616-compatible-string.patch
[ done ]    patches.armbian/Doc-dt-bindings-arm-sunxi-Add-OrangePi-Zero2-binding.patch
[ done ]    patches.armbian/Doc-u-api-media-v4l-Add-scaling-matrix-control.patch
[ done ]    patches.armbian/Doc-dt-bindings-usb-add-binding-for-DWC3-controller-on-Allwinne.patch
[ done ]    patches.armbian/Doc-dt-bindings-arm-sunxi-Add-two-H616-board-compatible-strings.patch
[ done ]    patches.armbian/drv-mfd-Add-support-for-AC200.patch
[ done ]    patches.armbian/drv-pinctrl-pinctrl-sun50i-a64-disable_strict_mode.patch
[ done ]    patches.armbian/drv-net-phy-Add-support-for-AC200-EPHY.patch
[ done ]    patches.armbian/drv-rtc-sun6i-support-RTCs-without-external-LOSCs.patch
[ done ]    patches.armbian/drv-gpu-drm-gem-cma-Export-with-handle-allocator.patch
[ done ]    patches.armbian/drv-gpu-drm-sun4i-Add-GEM-allocator.patch
[ done ]    patches.armbian/drv-gpu-drm-sun4i-Add-HDMI-audio-sun4i-hdmi-encoder.patch
[ done ]    patches.armbian/drv-net-stmmac-dwmac-sun8i-second-EMAC-clock-register.patch
[ done ]    patches.armbian/drv-phy-sun4i-usb-Allow-reset-line-to-be-shared.patch
[ done ]    patches.armbian/drv-phy-sun4i-usb-Introduce-port2-SIDDQ-quirk.patch
[ done ]    patches.armbian/drv-phy-sun4i-usb-Add-support-for-the-H616-USB-PHY.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-rename-A33-specified-registers-to-c.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-sampling-start-end-code-readout-reg.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-support-clocks-and-reset.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-multible-sensors-support.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-support-nvmem-calibration-data.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-add-interrupt-support.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-add-H3-thermal-sensor.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-add-A83T-thermal-sensor.patch
[ done ]    patches.armbian/drv-iio-adc-Kconfig-enable-A80-A64-H5-for-THS.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-add-A80-thermal-sensor.patch
[ done ]    patches.armbian/drv-iio-adc-sun4i-gpadc-iio-add-A64-thermal-sensor.patch
[ done ]    patches.armbian/drv-iio-sun4i-gpadc-iio-don-t-force-poweroff.patch
[ done ]    patches.armbian/drv-staging-media-sunxi-cedrus-add-H616-variant.patch
[ done ]    patches.armbian/drv-soc-sunxi-sram-Add-SRAM-C1-H616-handling.patch
[ done ]    patches.armbian/drv-media-cedrus-hevc-tiles-hack.patch
[ done ]    patches.armbian/drv-media-cedrus-Add-callback-for-buffer-cleanup.patch
[ done ]    patches.armbian/drv-media-cedrus-hevc-Improve-buffer-management.patch
[ done ]    patches.armbian/drv-media-cedrus-h264-Improve-buffer-management.patch
[ done ]    patches.armbian/WIP-media-uapi-hevc-add-fields-needed-for-rkvdec.patch
[ done ]    patches.armbian/HACK-media-uapi-hevc-tiles-and-num_slices.patch
[ done ]    patches.armbian/drv-media-cedrus-10-bit-HEVC-support.patch
[ done ]    patches.armbian/drv-media-dvb-frontends-si2168-fix-cmd-timeout.patch
[ done ]    patches.armbian/include-uapi-drm_fourcc-add-ARM-tiled-format-modifier.patch
[ done ]    patches.armbian/drv-clk-sunxi-ng-ccu-add-min-max-rate-sun50i-a64.patch
[ done ]    patches.armbian/drv-clk-sunxi-ng-ccu-sun50i-a64-revert-ccu-Pinebook-A64.patch
[ done ]    patches.armbian/drv-clocksource-arm_arch_timer-fix-a64-timejump.patch
[ done ]    patches.armbian/sound-soc-sunxi-sun4i-spdif-add-mclk_multiplier.patch
[ done ]    patches.armbian/sound-soc-sunxi-sun8i-codec-analog-enable-sound.patch
[ done ]    patches.armbian/sound-soc-sunxi-Provoke-the-early-load-of-sun8i-codec-analog.patch
[ done ]    patches.armbian/sound-soc-sunxi-sun4i-codec-adcis-select-capture-source.patch
[ done ]    patches.armbian/drv-mmc-host-sunxi-mmc-add-h5-emmc-compatible.patch
[ done ]    patches.armbian/drv-pinctrl-sunxi-pinctrl-sun50i-h6.c-GPIO-disable_strict_mode.patch
[ done ]    patches.armbian/drv-of-Device-Tree-Overlay-ConfigFS-interface.patch
[ done ]    patches.armbian/drv-gpu-drm-sun4i-sun8i_mixer.c-add-h3-mixer1.patch
[ done ]    patches.armbian/drv-mtd-nand-raw-nand_ids.c-add-H27UBG8T2BTR-BC-nand.patch
[ done ]    patches.armbian/drv-mfd-axp20x-add-sysfs-interface.patch
[ done ]    patches.armbian/drv-spi-spidev-Add-armbian-spi-dev-compatible.patch
[ done ]    patches.armbian/drv-spi-spi-sun4i.c-spi-bug-low-on-sck.patch
[ done ]    patches.armbian/drv-rtc-sun6i-Add-Allwinner-H616-support.patch
[ done ]    patches.armbian/drv-nvmem-sunxi_sid-Support-SID-on-H616.patch
[ done ]    patches.armbian/drv-thermal-sun8i_thermal-Add-for-H616.patch
[ done ]    patches.armbian/drv-iio-adc-axp20x_adc-arm64-dts-axp803-hwmon-enable-thermal.patch
[ done ]    patches.armbian/drv-gpu-drm-panel-simple-Add-compability-olinuxino-lcd.patch
[ done ]    patches.armbian/drv-input-touchscreen-sun4i-ts-Enable-parsing.patch
[ done ]    patches.armbian/drv-mmc-host-sunxi-mmc-Disable-DDR52-mode-on-all-A20-based-boar.patch
[ done ]    patches.armbian/drv-usb-gadget-composite-rename-gadget-serial-console-manufactu.patch
[ done ]    patches.armbian/arm-arm64-dts-Add-leds-axp20x-charger.patch
[ done ]    patches.armbian/arm-dts-sun9i-a80-add-thermal-sensor.patch
[ done ]    patches.armbian/arm-dts-sun9i-a80-add-thermal-zone.patch
[ done ]    patches.armbian/arm-dts-sun7i-a20-Disable-OOB-IRQ-for-brcm-wifi-on-Cubietruck-a.patch
[ done ]    patches.armbian/arm-dts-a20-orangepi-and-mini-fix-phy-mode-hdmi.patch
[ done ]    patches.armbian/arm-dts-sun8i-h3-nanopi-add-leds-pio-pins.patch
[ done ]    patches.armbian/arm-dts-a10-cubiebord-a20-cubietruck-green-LED-mmc0-default-tri.patch
[ done ]    patches.armbian/arm-dts-Add-sun8i-h2-plus-nanopi-duo-device.patch
[ done ]    patches.armbian/arm-dts-Add-sun8i-h2-plus-sunvell-r69-device.patch
[ done ]    patches.armbian/arm-dts-h3-nanopi-neo-Add-regulator-leds-mmc2.patch
[ done ]    patches.armbian/arm-dts-h3-nanopi-neo-air-Add-regulator-camera-wifi-bluetooth-o.patch
[ done ]    patches.armbian/arm-dts-h3-orangepi-2-Add-regulator-vdd-cpu.patch
[ done ]    patches.armbian/arm-dts-sun8i-r40-bananapi-m2-ultra-add-codec-analog.patch
[ done ]    patches.armbian/arm-dts-sun7i-a20-cubietruck-add-alias-uart2.patch
[ done ]    patches.armbian/arm-dts-sun8i-v3s-s3-pinecube-enable-sound-codec.patch
[ done ]    patches.armbian/arm-dts-sun8i-r40-add-clk_out_a-fix-bananam2ultra.patch
[ done ]    patches.armbian/arm-dts-sun8i-h3-bananapi-m2-plus-add-wifi_pwrseq.patch
[ done ]    patches.armbian/arm-dts-sun7i-a20-bananapro-add-hdmi-connector-de.patch
[ done ]    patches.armbian/Bananapro-add-AXP209-regulators.patch
[ done ]    patches.armbian/arm-dts-sunxi-h3-h5.dtsi-force-mmc0-bus-width.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-pine64-enable-wifi-mmc1.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-Add-AC200-EPHY-related-nodes.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-sopine-baseboard-Add-i2s2-mmc1.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-Add-r_uart-uart2-3-pins.patch
[ done ]    patches.armbian/arm64-dts-allwinner-Add-sun50i-h616.dtsi-file.patch
[ done ]    patches.armbian/arm64-dts-Add-sun50i-h616-orangepi-zero2-device.patch
[ done ]    patches.armbian/arm64-dts-Add-sun50i-h616-x96-mate-TV-box-device-support.patch
[ done ]    patches.armbian/arm64-dts-allwinner-sun50i-h616-Add-GPU-node.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h616-orangepi-zero2-Enable-GPU-mali.patch
[ done ]    patches.armbian/arm64-dts-allwinner-sun50i-h616-Add-VPU-node.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h616-x96-mate-T95-eth-sd-card-hack.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h616-x96-mate-add-hdmi.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-pinebook-enable-Bluetooth.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-pine64-enable-Bluetooth.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-sopine-baseboard-enable-Bluetooth.patch
[ done ]    patches.armbian/arm64-dts-nanopi-a64-set-right-phy-mode-to-rgmii-id.patch
[ done ]    patches.armbian/arm64-dts-FIXME-a64-olinuxino-add-regulator-audio-mmc.patch
[ done ]    patches.armbian/arm64-dts-Add-sun50i-h5-nanopi-k1-plus-device.patch
[ done ]    patches.armbian/arm64-dts-Add-sun50i-h5-nanopi-neo-core2-device.patch
[ done ]    patches.armbian/arm64-dts-Add-sun50i-h5-nanopi-neo2-v1.1-device.patch
[ done ]    patches.armbian/arm64-dts-Add-sun50i-h5-nanopi-m1-plus2-device.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-nanopi-neo2-add-regulator-led-triger.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-orangepi-pc2-add-spi-flash.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-orangepi-prime-add-regulator.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-orangepi-zero-plus-add-regulator.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-orangepi-zero-plus2-regulator-gpio-fix.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6.dtsi-improve-thermals.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-orangepi-3-delete-node-spi0.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-orangepi-lite2-spi0-usb3phy-dwc3-enable.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-pine-h64-add-wifi-rtl8723cs.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-pine-h64-add-dwc3-usb3phy.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-pine64-add-spi0.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6.dtsi-add-pinctrl-pins-for-spi.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-orangepi-win-add-aliase-ethernet1.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-force-mmc0-bus-width.patch
[ done ]    patches.armbian/scripts-add-overlay-compilation-support.patch
[ done ]    patches.armbian/scripts-enable-kernel-dtbs-symbol-generation.patch
[ done ]    patches.armbian/Makefile-CONFIG_SHELL-fix-for-builddeb-packaging.patch
[ done ]    patches.armbian/arm-dts-overlay-Add-Overlays-for-sunxi.patch
[ done ]    patches.armbian/arm64-dts-allwinner-overlay-Add-Overlays-for-sunxi64.patch
[ done ]    patches.armbian/scripts-Makefile.lib-Add-Overlays-for-sunxi-sunxi64.patch
[ done ]    patches.armbian/arm-dts-overlay-sun8i-h3-cpu-clock-add-overclock.patch
[ done ]    patches.armbian/arm64-dts-overlay-sun50i-a64-pine64-7inch-lcd.patch
[ done ]    patches.armbian/arm64-dts-overlay-sun50i-h5-add-gpio-regulator-overclock.patch
[ done ]    patches.armbian/arm-dts-sunxi-h3-h5.dtsi-add-i2s0-i2s1-pins.patch
[ done ]    patches.armbian/arm-dts-sun5i-a13-olinuxino-micro-add-panel-lcd-olinuxino-4.3.patch
[ done ]    patches.armbian/arm-dts-sun5i-a13-olinuxino-Add-panel-lcd-olinuxino-4.3-needed-.patch
[ done ]    patches.armbian/arm-dts-sun7i-a20-olinuxino-micro-emmc-Add-vqmmc-node.patch
[ done ]    patches.armbian/arm-dts-sun7i-a20-olinuxino-lime2-enable-audio-codec.patch
[ done ]    patches.armbian/arm-dts-sun7i-a20-olinuxino-lime2-enable-ldo3-always-on.patch
[ done ]    patches.armbian/arm-dts-sun7i-a20-olimex-som-204-evb-olinuxino-micro-decrease-d.patch
[ done ]    patches.armbian/arm-dts-sun8i-h3-add-thermal-zones.patch
[ done ]    patches.armbian/arm64-dts-allwinner-h616-Add-device-node-for-SID.patch
[ done ]    patches.armbian/arm64-dts-allwinner-h616-Add-thermal-sensor-and-thermal-zones.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-olinuxino-add-boards.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-olinuxino-emmc-enable-bluetooth.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-olinuxino-1Ge16GW-enable-bluetooth.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64.dtsi-adjust-thermal-trip-points.patch
[ done ]    patches.armbian/arm64-dts-sun50i-a64-olinuxino-1Ge16GW-Disable-clock-phase-and-.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-orangepi-3-add-r_uart-aliase.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-add-cpu-opp-refs.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-add-termal-zones.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-orangepi-add-cpu-opp-refs.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-orangepi-enable-higher-clock-regulator-max-.patch
[ done ]    patches.armbian/Fix-compile-error-node-not-found.patch
[ done ]    patches.armbian/drv-staging-rtl8723bs-AP-bugfix.patch
[ done ]    patches.armbian/arm-dts-sun8i-h3-orangepi-pc-plus-add-wifi_pwrseq.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h5-orangepi-prime-add-rtl8723cs.patch
[ done ]    patches.armbian/arm-dts-sun8i-h2-plus-orangepi-zero-fix-xradio-interrupt.patch
[ done ]    patches.armbian/Fix-duplicate-nodes-for-sun50i-h5-orangepi-pc2.patch
[ done ]    patches.armbian/Fix-include-uapi-spi-spidev-module.patch
[ done ]    patches.armbian/fix-cpu-opp-table-sun8i-a83t.patch
[ done ]    patches.armbian/Move-sun50i-h6-pwm-settings-to-its-own-overlay.patch
[ done ]    patches.armbian/Compile-the-pwm-overlay.patch
[ done ]    patches.armbian/Add-dump_reg-and-sunxi-sysinfo-drivers.patch
[ done ]    patches.armbian/Add-sunxi-addr-driver-Used-to-fix-uwe5622-bluetooth-MAC-address.patch
[ done ]    patches.armbian/net-phy-Support-yt8531c.patch
[ done ]    patches.armbian/wireless-Add-uwe5622-driver.patch
[ done ]    patches.armbian/allwinner-h6-Support-ac200-audio-codec.patch
[ done ]    patches.armbian/nvmem-sunxi_sid-add-sunxi_get_soc_chipid-sunxi_get_serial.patch
[ done ]    patches.armbian/add-initial-support-for-orangepi3-lts.patch
[ done ]    patches.armbian/mmc-host-sunxi-mmc-Fix-H6-emmc.patch
[ done ]    patches.armbian/arm64-dts-allwinner-sun50i-h6-Fix-H6-emmc.patch
[ done ]    patches.armbian/Rollback-r_rsb-to-r_i2c.patch
[ done ]    patches.armbian/arm64-dts-sun50i-h6-orangepi.dtsi-Rollback-r_rsb-to-r_i2c.patch
[ o.k. ] Adding [ Kernel splash file ]
[ o.k. ] * applying bootsplash-5.16.y-0000-Revert-fbcon-Avoid-cap-set-but-not-used-warning.patch
[ o.k. ] * applying 0001-Revert-fbcon-Fix-accelerated-fbdev-scrolling-while-logo-is-still-shown.patch
[ o.k. ] * applying bootsplash-5.16.y-0001-Revert-fbcon-Add-option-to-enable-legacy-hardware-ac.patch
[ o.k. ] * applying bootsplash-5.16.y-0002-Revert-vgacon-drop-unused-vga_init_done.patch
[ o.k. ] * applying bootsplash-5.16.y-0003-Revert-vgacon-remove-software-scrollback-support.patch
[ o.k. ] * applying bootsplash-5.16.y-0004-Revert-drivers-video-fbcon-fix-NULL-dereference-in-f.patch
